"Data Source","World Development Indicators",

"Last Updated Date","2020-05-28",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019",
"Romania","ROU","GNI (current US$)","NY.GNP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","42186526315.7895","38852909090.9091","29013763157.8947","25031554166.6667","26217885526.3158","29945432628.3988","37194294146.5814","36628932857.6062","35252650669.6429","41196682176.6562","35515979977.8256","36991351513.1973","40142275489.4876","45604749659.6582","56454932228.9157","71824444035.9102","95560240107.0804","117950186187.255","168936579953.246","208928983246.655","171460681271.111","163689622518.015","180375173751.886","168236052130.788","186816752907.239","197100078108.205","173745510148.039","183552176882.144","206467329352.252","233696681550.639","",
"Russian Federation","RUS","GNI (current US$)","NY.GNP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","556478405315.615","506588568405.987","515780725699.661","516545185185.185","455789723970.944","430624472095.383","393237344330.164","392165163750.138","386291910137.35","396237954191.876","259165486862.442","188191128350.934","252974142196.943","302364070620.5","338887494417.863","417176770731.787","578245690742.798","745490780702.437","961127286414.623","1270877713695.43","1614364434379.89","1182904904367.93","1477812938441.58","1991262282060.97","2142596146946.48","2217523689057.73","1992021978437.84","1325845609577.04","1247227421134.22","1536570740588.19","1616242666030.29","",
"Rwanda","RWA","GNI (current US$)","NY.GNP.MKTP.CD","119000024","122000016","125000008","128000000","129999994","148799980","124525702.857143","159560018","172200018","188700037","220000006","222952280.32451","246557838.336681","288126157.622554","305608423.452734","568583297.300636","634175011.828397","742886059.42976","901082081.488112","1106636758.03748","1256566834.64263","1416137792.09112","1418216635.50398","1483713378.26855","1588512288.8792","1707024369.67071","1934005063.31137","2143095800.93782","2381694364.90568","2395143178.33036","2538245657.02277","1900603096.57234","2018771967.90171","1956325996.79694","749636370.454546","1298975010.13608","1368386728.04902","1835058300.70527","1970083495.74995","1806281272.2812","1719585666.9888","1652194994.98749","1658501716.15423","1815653160.48395","2055471565.45427","2554132801.36015","3165590709.47198","3858434423.30722","4889659607.85863","5413672770.8619","5807342742.42713","6589670443.34852","7333250745.44791","7486598333.52922","7837417763.74887","8077258146.64057","8264480341.23545","8939827628.81688","9308151563.43362","",
"South Asia","SAS","GNI (current US$)","NY.GNP.MKTP.CD","46482182444.0209","49219001106.2483","52626944770.2717","59605485557.3878","69004464048.2621","73987422489.9502","60630396661.3511","66561873474.3814","69895354999.2684","76571740602.4889","82932158457.1809","89027832417.5806","92050058431.4164","104466037440.049","126639982482.345","135624906060.25","132483084774.144","153668592339.476","176002546820.256","197870820784.343","238870523267.14","253270013246.831","261394407447.784","277129047632.744","275259998881.3","298692393147.679","314391837360.667","349874293013.71","374410819292.084","377330902547.335","405816710409.383","360083029487.82","381792301626.903","378655851701.178","429405689999.757","477865230868.843","522752430280.67","548554909498.946","556164123810.748","596234533525.959","618642561427.423","635715458890.766","669727727390.417","784016374090.519","908480767646.133","1040597873704.97","1196760411656.19","1507596818412.59","1530687225423.99","1687309517637.63","2058045874985.85","2274602650927.38","2297306017385.82","2356055249295.16","2581131843715.56","2700054505170.56","2921211098463.5","3343268165652.71","3451295780941.38","",
"Saudi Arabia","SAU","GNI (current US$)","NY.GNP.MKTP.CD","1412253244.44444","1559127155.55556","1721265266.66667","1783274488.88889","2005571577.77778","2232222155.55556","2584444466.66667","2697022133.33333","3542777866.66667","3812755000","4362955555.55556","5718106445.57368","7481953290.87049","11279393514.2718","40866000000","44738401182.6245","64533031161.4731","74268588125.1596","79199905871.279","109004998809.807","160300598190.399","180575609756.098","155997024677.673","136765846599.132","125568104426.788","114560420127.002","97582935862.8139","95557009132.1763","97994362082.777","104759672229.64","122126279813.084","134821813217.623","138625980801.068","135573775914.553","135927409853.138","145533944218.959","158692425447.263","165902248998.665","148074844746.667","163841640000","190406939546.667","185910843066.667","190907080240","216548575253.333","260462186666.667","331174348162.579","380735113484.646","422361363042.028","528961866666.667","437737600000","535251466666.667","680923106773.334","746963456693.333","760208514080","772876294000","671549929546.667","660662314773.333","699284026666.667","793635283034.573","",
"Sudan","SDN","GNI (current US$)","NY.GNP.MKTP.CD","1314000000","1419000000","1536000000","1568666666.66667","1609333333.33333","1679333333.33333","1723000000","1854666666.66667","1932666666.66667","2127000000","2421333333.33333","2635000000","2856333333.33333","3543000000","4547000000","5536333333.33333","6919666666.66667","8643000000","7618750000","8948750000","7413666666.66667","9647500000","9079666666.66667","8049000000","9321785714.28572","11999933333.3333","15254187500","19541055555.5556","14814190476.1905","14517412698.4127","11408647540.9836","9779222222.22222","6193345995.89322","8025110483.36472","11894463743.0939","12919091926.3212","8660885913.01567","11336473757.695","10882644372.51","10224524965.3534","11548453912.57","12296829261.6931","13857299608.8261","16246924898.4597","19787412042.9607","24580803168.9996","33620543126.8708","42704531025.2468","50828485216.7257","49161196654.3559","60506632350.3903","64564311407.7852","62417184438.8469","44936680121.0898","74213617110.286","87964784174.4528","86575748023.8904","112470794805.039","37949440837.0519","",
"Senegal","SEN","GNI (current US$)","NY.GNP.MKTP.CD","","","","","","","","","1296023514.94665","1234844832.41471","1282437377.844","1323094972.75165","1598995318.42378","1823256785.11389","2049389059.93613","2754472119.3912","2808760857.01556","2883706978.82696","3204307672.76515","4005479265.06866","4335150207.53936","3912397836.74697","3821153862.07754","3409252152.95749","3298526417.25409","3622957273.21609","5139140825.48192","6183083516.39294","6092853582.83011","6015092441.70938","7040304193.90542","6916350724.14039","7469406176.16413","6998128207.96249","4766305620.79176","6021448788.17602","6340274532.77514","5843185375.31692","6312367271.19063","6419467515.86936","5833646797.65324","6097079031.0468","6650810341.83936","8589154432.81774","10077284949.1411","10933261713.4572","11784412332.7254","14212128124.8774","16901889182.8659","16078470528.0522","16065092575.8717","17597302028.2661","17524082329.8117","18637435225.4878","19393606585.5607","17376259511.5897","18529254738.8046","20495918000.7854","23435331705.7686","",
"Singapore","SGP","GNI (current US$)","NY.GNP.MKTP.CD","717627074.349928","779204233.633869","842284071.605906","939664183.980139","922448712.923037","1006043381.68039","1131125049.00039","1269992159.93728","1454200966.94107","1687573500.588","1938945511.56409","2260518750.81667","2714688432.16311","3616604444.44445","5078863839.83072","5684353071.5253","6292792982.75208","6542779666.50478","7499549069.44331","9262225153.91381","11286075600.1104","13359844946.7588","15273772897.2405","17289626168.2243","19624088973.0241","19314940696.6387","18592791236.762","20371544043.3545","25025641025.641","30280113297.5552","35780956775.8806","44779334298.1187","52161387354.205","59323926228.4936","73786565405.2638","88446027938.4789","95604113475.1773","102085937500","86992889579.3499","87262005899.705","95487180974.4779","89194508009.1533","90696247068.0219","95050166456.2048","108077268962.253","120576303773.131","144599219585.877","176182204233.296","186489999293.236","184081677552.423","237218335166.85","269752265861.027","281965351684.404","291009669943.259","303898666245.758","286988143729.997","295924936663.047","314871098558.911","339548339264.531","",
"Solomon Islands","SLB","GNI (current US$)","NY.GNP.MKTP.CD","","","","","","","","","","","","","27708109.3992595","37840136.0544218","57171514.5436309","49482916.612122","52914579.0052548","59991128.8534043","68215634.657205","97344110.8545035","107857315.015666","119972420.133303","128514056.2249","119362702.420338","167935934.678496","153565640.194489","136376686.764284","162731493.03649","212052821.128451","227760334.903192","207331540.651693","230440548.106675","258666029.165671","255286883.960222","289861153.308622","320737543.674212","338576716.016151","560319513.573139","463977012.210316","476414046.836568","435503861.345281","402963452.065176","339761646.514936","331838247.2455","378811922.989565","415509873.96911","460905158.026152","479583768.949294","513993856.399799","432865363.128492","496544088.288177","672496394.592543","931421171.416141","1051361224.85312","1099620354.42626","1121078499.50093","1164644959.97974","1246535222.68119","1334787192.81698","",
"Sierra Leone","SLE","GNI (current US$)","NY.GNP.MKTP.CD","","","","","373411640.953918","360464715.814114","376606849.35726","350045359.959238","332110092.844037","411790124.71605","425645330.258132","410617238.781361","457443474.004161","564776282.489447","635301200.171603","666269404.94811","580211800.438518","668004448.320977","923528327.47555","1080024693.22687","1070606877.50048","1086624708.82581","1271553707.6656","963374422.514891","1057685611.26716","828277247.742442","450594854.58613","670298991.979527","998083957.679769","884574408.573387","579840579.961825","719590265.188888","605307997.597117","724812334.801762","798475970.683484","818478665.386652","909237714.673618","832918925.624045","637317815.361985","644969853.896464","616098892.213565","1063299285.55245","1223305969.50929","1358820072.19217","1416436670.49199","1612494366.99875","1847768962.70149","2264325461.48384","2700598779.30503","2664969380.00089","2606465306.93455","2901403971.42245","3924034071.22903","4893437931.72398","4896148548.81612","4162054005.53585","3276983580.95652","3629620900.30429","3798493994.47027","",
"El Salvador","SLV","GNI (current US$)","NY.GNP.MKTP.CD","","","","","","869920000","922120000","967120000","1000760100","1040000000","1123320000","1175480000","1251040000","1426240000","1631120000","1843800100","2313040100","2913960100","3075680000","3423199900","3490159900","3337200200","3280000000","3375638500","3527888000","3683654700","3654968500","3835248900","4069280700","4250907600","4689782204.02673","5109572400","5705749300","6567739200","7587384000","8826057100","9464957800","10058405900","10773659900","11002097000","11531827700","12016833600","12340790300","12820792200","13266960900","14207700000","15562390000","16555500000","17597840000","17045650000","17910000000","19666000000","20516000000","21001000000","21558000000","22346000000","22925000000","23540000000","24585000000","",
"San Marino","SMR","GNI (current US$)","NY.GNP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Somalia","SOM","GNI (current US$)","NY.GNP.MKTP.CD","180179811.448075","191365775.61369","203335811.145676","216145935.941626","229235720.145712","243528543.30874","256576321.66207","271374228.39463","285920432.317406","305542857.142857","322900004.571429","330696078.332351","417315098.637555","508636319.350474","469658291.342335","711151570.45274","808498996.664019","497536371.014493","563950214.364641","592585306.036745","602724030.436746","694610043.373494","762206606.178325","727809243.342824","744326945.786638","827405806.741573","873161504.930936","957837185.268849","977731063.892038","1014833264.60481","834948071.95093","","","","","","","","","","","","","","","","","","","","","","","3860402684.75612","3932882308.99638","4019621621.40921","4168165625.49256","4476284274.84538","4686636078.35398","",
"Serbia","SRB","GNI (current US$)","NY.GNP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24171996549.5662","18227864876.1814","18294665343.2234","6540021544.85252","12273209786.6356","16047441232.1443","21053475169.0533","24645291161.226","27360301086.1321","32068439125.0086","42350710318.4583","50839176927.1492","44463123146.2875","40927618107.2934","48203497095.4572","41901838322.5365","46517904653.5359","45280164673.385","37788900038.0475","38393068560.7834","41226657716.4392","47992099532.7182","",
"Sub-Saharan Africa (excluding high income)","SSA","GNI (current US$)","NY.GNP.MKTP.CD","25786960010.1576","27205525594.5439","29125798030.046","31412930808.676","34083185656.0836","37084384425.9106","39969181262.4342","40840726263.2707","43233712513.3302","48929966782.0102","58689483031.3331","58730204402.9492","66241745322.7662","84577027326.1751","112142022049.331","124102225449.704","136398716465.643","148262793367.743","162428665546.742","198993535025.666","250784758568.845","369618830209.206","337401370990.031","292537586262.72","255790254377.129","239491286181.813","244727551038.993","280069565450.635","288249316892.793","285767772887.231","317919100375.644","325065849322.486","317465461742.812","295287002769.71","296150145713.715","342367938015.028","353748674870.663","369657664813.201","356575040620.007","360785456089.828","378447836229.322","360830762988.839","392883713771.849","492293966395.553","613497410693.914","726455373731.589","877247590955.138","1008585901722.77","1149713031353.17","1103949708619.36","1308985815231.17","1478670137119.61","1569777822641.93","1650960556008.49","1762222599319.52","1612544095357.01","1511023876751.97","1636752882427.5","1654562982597.67","",
"South Sudan","SSD","GNI (current US$)","NY.GNP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8550148980.76738","11486155562.4092","17413371606.479","12504212837.467","10961917365.0117","","","","",
"Sub-Saharan Africa","SSF","GNI (current US$)","NY.GNP.MKTP.CD","25797691072.9554","27215492524.2397","29136763293.2859","31425096807.0744","34096752190.0547","37097733957.0488","39983112470.2134","40854754793.8334","43246744249.1789","48942704930.626","58703283723.1407","58748030342.4218","66268570835.2483","84608715495.6641","112177424719.734","124141495593.553","136435912643.976","148313968688.124","162500275306.777","199104486820.954","250916404576.876","369748715808.577","337525014297.962","292663749345.602","255924241580.214","239646336136.861","244921213257.448","280298800527.433","288511081205.596","286054228433.491","318272177677.86","325427013190.669","317889743780.931","295752099867.544","296635333914.561","342858633077.615","354238675921.537","370210942322.816","357165653413.39","361386875465.24","379033967295.036","361438864332.541","393516482281.009","492959431415.693","614349841197.522","727387832364.532","878277641392.482","1009548968950.78","1150597181798.07","1104740351751.36","1309899884143.88","1479661803308.91","1570777787160.39","1652214695989.64","1763477992702.03","1613838580912.23","1512343172493.98","1638143855756.57","1656079965448.97","",
"Small states","SST","GNI (current US$)","NY.GNP.MKTP.CD","","","","","","","","","","","","","","","","","25403130821.4214","28455828077.5276","30556738377.5455","37038446996.3259","49320675222.1123","52473791777.6682","52514148151.3356","50820322224.2491","49735762456.0648","47535608281.3436","47635164663.5603","54115448978.7385","59940372851.0309","62177105376.7038","72827898544.8089","74601694885.7137","79374549891.3706","78225929027.4939","81223234111.8498","93100546326.9513","99202017445.1163","105490023563.357","105457672612.719","111924254552.666","122829189857.401","124004674900.025","132388918926.422","158537159548.181","187637895765.199","220964804931.054","262167350500.928","314985505571.684","376270893643.406","317200296198.296","361656981438.689","440958413005.175","468821773084.902","491002148976.321","506241306142.771","439912042778.637","433030342829.193","474190328807.002","520158501304.19","",
"Sao Tome and Principe","STP","GNI (current US$)","NY.GNP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","72802105.2057212","81829140.3034188","99567886.3683357","111486145.148154","133523133.264968","145807357.291234","153621431.402808","187949234.256228","187536820.549915","198044426.300016","234014418.387544","247866518.15085","305513982.451593","354638486.205361","317236030.715074","348498734.13008","373932109.112155","424765917.722115","",
"Suriname","SUR","GNI (current US$)","NY.GNP.MKTP.CD","78650000","82450000","83900000","74200000","81150000","121050000","152800000","176050000","181200000","189250000","206950000","224750000","245900000","269800000","347300000","452900000","470200000","600700000","698100000","737700000","779500000","900500000","921500000","873500000","865500000","873000000","888500000","976000000","1153000000","540200000","386900000","446100000","403666666.666667","421294117.647059","599992537.313433","688733031.674208","854112219.451372","899810000","1082072500","849453488.372093","899657575.757576","727764220.183486","1050229787.23404","1224978469.8193","1420629114.85004","1752022550.0604","2571993075.04465","2933840801.45719","3553361748.63388","3880355555.55555","4264098054.92824","4160176621.78703","4787500000","5014557575.75758","5169218454.54546","4774355635.55478","3058136146.16447","2674564432.3357","3200288067.00167","",
"Slovak Republic","SVK","GNI (current US$)","NY.GNP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25855460130.719","28033708491.7617","27682646425.7392","29837239064.7723","30238079053.9101","28962820158.4669","30710697986.5772","34946206474.6847","44397352144.4695","54956642662.0313","60959403059.321","68479460544.4737","83744482617.0271","98462501830.9653","88342811892.1923","87493936388.6898","94611739691.2467","91622400429.0298","97558491977.4637","99673454113.3189","85564728220.0406","88165227805.591","93716410508.9684","103787187989.418","",
"Slovenia","SVN","GNI (current US$)","NY.GNP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21458491710.4731","21563792492.9178","20753631452.581","22112579342.1812","22692089650.6262","20240378820.4907","20859259624.8766","23284718204.4888","29319206294.1108","33933993522.6707","35866160925.258","38985723246.7695","46902956474.1309","54098418045.9939","49532759099.7499","47523263224.8405","50817019569.3902","45854173714.4117","47754167866.327","49472455060.5408","41761166474.1382","43517811181.9569","47565306137.4519","53156568065.2799","",
"Sweden","SWE","GNI (current US$)","NY.GNP.MKTP.CD","15076659811.0189","16395233197.0066","17784188729.0632","19242916743.1865","21475069260.9792","23620961448.4201","25685693897.0697","27864840484.6242","29558464912.8068","32089083589.3327","37515552752.6483","40990818256.3062","48314218251.3019","58721710141.2772","65215350340.1361","81875637083.9555","88156396680.3646","92894736232.5955","102550754852.274","121224129388.165","140098077052.204","127310131966.663","111727759892.401","102305416872.09","106434177796.852","111204212647.753","147442169071.818","180029993817.425","203470249755.19","213859899362.484","255424755997.837","265721616122.365","272062878017.789","202589613793.458","221472265422.499","259831214164.552","283992543990.456","261156924124.743","265022201537.126","271856361347.792","261496802078.104","241204073927.06","266099762763.04","337902625428.193","384800038100.94","395093334760.675","431204629855.52","502687311357.046","533266829512.524","445346233243.618","508797045309.941","584483972027.599","563577133091.571","597817614087.462","592527822982.355","508192517760.412","519287120695.243","548704569117.542","564717589513.281","",
"Eswatini","SWZ","GNI (current US$)","NY.GNP.MKTP.CD","29757384.852303","36576788.4642307","38932661.3467731","46000000","55175136.49727","59638807.2238555","67898642.0271594","65798684.0263195","70278594.4281114","91838163.2367353","97438051.2389752","123881431.767338","131650839.078964","191786743.51585","230413097.866078","","","","","","","","","","","","","","","","1173722142.77432","1225891753.88404","1368041129.03226","1405127245.46317","1402771262.81401","1779525847.09548","1734837299.0952","1854807356.77083","1633798111.53519","1635603371.79802","1772303678.14995","1644811373.64823","1435491523.33337","2155655432.46923","2772685220.93086","3356415164.60145","3305353916.22979","3510463726.77563","3288893340.25323","3504865744.52423","4212627103.05346","4789428021.4086","4862546230.20706","4640822285.63143","4432772869.30902","4113113824.95748","3830439489.71788","4364983952.43666","4710618471.93167","",
"Sint Maarten (Dutch part)","SXM","GNI (current US$)","NY.GNP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Seychelles","SYC","GNI (current US$)","NY.GNP.MKTP.CD","11970025.1595085","11550024.2766495","12600026.4836177","13860029.1319794","15330032.2217348","15540032.6631285","16380034.428703","16569895.7051241","16020027.2577239","16380027.8702571","18360031.2391892","21874806.6934156","30532730.593587","36749281.0991663","42959155.2023439","47620627.8701169","47149278.9854726","60653768.0821114","80043533.7209876","118370666.327425","142022387.556539","152590885.901668","143883098.818767","141895810.599285","145476610.983823","162972480.49415","199367255.113837","235302774.848462","266442525.70931","289918906.071624","355431055.481647","363564176.734161","424373767.547199","463070539.419087","482594248.190197","488586488.586489","488037988.691925","550703300.638641","587408069.021873","598128217.126813","583245913.402639","604826410.58472","629509051.09489","662710852.296924","848756836.363636","928911545.454546","1026768791.78216","961603318.858098","884712208.687561","791791269.590519","915674770.877873","991861723.608755","1000312415.11253","1253967862.85942","1255236379.04118","1294295135.15949","1318361121.95561","1390231944.04571","1515444722.30903","",
"Syrian Arab Republic","SYR","GNI (current US$)","NY.GNP.MKTP.CD","885274041.212585","975653987.272764","1146269548.62058","1239056382.90993","1380308610.5093","1523162804.33719","1390620748.20798","1637486299.25035","1818562794.12676","2327241701.66611","2218665595.98286","2685020629.79078","3172298871.73025","3364879369.7917","5382049614.52193","7097230422.36485","7913024097.25393","8003970933.42786","9673195533.70319","10342695335.8416","13564653718.9333","16083236959.1717","16754254739.6234","18112694777.5877","18058641826","16916837023.687","13660555720.8511","11332322942.7856","10518717849.0234","9472782432.68114","11954908675.2694","12579833333.3333","12899428963.3568","13364912687.71","10290460000","11590958083.8323","13768083832.3353","13804384980.5447","14708892292.3077","15265393604.6512","18446494913.1254","20316833783.503","20657248818.6255","20975661633.8143","24333960520.7921","27979782708.8123","32393616324.5357","39715797004.4053","","","","","","","","","","","","",
"Turks and Caicos Islands","TCA","GNI (current US$)","NY.GNP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","825430066","895202820","953114810","946059440","990529285.513031","",
"Chad","TCD","GNI (current US$)","NY.GNP.MKTP.CD","311461551.90072","330890640.440741","354195585.501982","368469401.913417","389154506.502661","413496540.065079","429544067.353499","452006359.806375","454660196.055775","473927700.027146","472395974.244459","504596775.294783","589275229.050192","650955197.163468","656490434.318377","872230329.59003","874235973.190713","941449818.796067","1119848849.65077","1002051756.6001","1038056268.00718","873458088.389915","832288385.122479","826687138.498125","911618330.57666","1027594526.18479","1059020854.49803","1152744653.86735","1469247181.11323","1424250573.19624","1720769010.63852","1874628293.0336","1884677294.87653","1423194551.11657","1171969799.0669","1440773219.94822","1597137258.47049","1528104789.45787","1744116378.32108","1533049608.81054","1367590662.77908","1686819159.29382","1927879893.94942","2279306687.55677","3720459144.19646","5622160309.03101","6211230378.23818","7440631375.46769","8689826327.424","8868043023.06102","10302348837.1154","11840612880.0098","12068380777.4357","12358809003.3196","13318860875.9847","10614207975.4907","9904968430.45341","9845129125.05974","11069610884.8772","",
"East Asia & Pacific (IDA & IBRD countries)","TEA","GNI (current US$)","NY.GNP.MKTP.CD","78470249892.0422","68925310403.4348","63206611770.7995","68436011435.093","79335927976.5383","92582722838.9857","101380923477.488","98290450753.0965","99090708768.6817","111252900066.108","123990939974.458","133269956465.259","150968794960.155","189874260305.234","213583726225.315","240342162659.091","244014248740.581","281702104932.357","271947251823.469","314583284863.82","362630790952.842","386971938097.376","405877887452.154","425820538659.398","461609089689.37","506787681029.424","492428102711.938","474685972923.487","542425609552.344","607682351584.808","652814904046.131","708171144343.789","792574518958.758","870631647281.411","1051412497971.43","1287985390603.01","1480744485374.66","1537017989050.01","1409359480823.39","1549368844479.07","1711587915264.18","1822834731590.7","2024263783889.91","2293782981161.91","2664273486214.02","3072523853865.16","3718824437607.09","4719968617342.04","5993473786741.54","6456714628998.29","7818224856464.47","9518474357604.79","10661780477869.9","11706226760879.5","12686068144927.2","13149578974779.7","13382710145414.4","14591000693097.1","16176474060131.7","",
"Europe & Central Asia (IDA & IBRD countries)","TEC","GNI (current US$)","NY.GNP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","978093436766.414","1037038207734.45","1002639805295.68","936284545449.027","924438862952.372","835916820678.323","920583416155.626","940393713704.25","964149793568.987","926523828431.562","802462303530.121","877020495398.293","894095828057.36","1004616244607.16","1227121617244.49","1588115216140.01","1991426277241.93","2397095926402.23","3083016940541.64","3816133513999.06","3019654245896.96","3542192125725.64","4301130803930.69","4490575943173.62","4761172897044","4511155349452.82","3529265801977.91","3394739748118.97","3797681540767.03","3942222588483.62","",
"Togo","TGO","GNI (current US$)","NY.GNP.MKTP.CD","120652705.539385","125180212.35415","132359679.185548","146880485.143035","169278533.158768","181700356.523623","214736265.784863","228306474.895011","236756929.400678","262532463.765663","249476796.750832","281933482.957548","327963698.02355","393724207.812671","560837737.277253","612521706.346188","615475139.830216","764235040.583329","803863916.697946","869976000.086498","1096508953.06504","919647239.278479","782395241.357211","722447008.129825","679472363.737643","725410304.209338","1018463752.42235","1200519317.44753","1330500616.08564","1313452204.84859","1597942475.4871","1571531335.46184","1665493179.23714","1207186869.66428","931147837.545323","1264862640.44921","1439045816.81173","1470050893.53665","1563958018.60423","1537543546.35243","1459201759.1035","1451784191.41696","1676990217.48144","2087642140.92801","2222381499.71379","2245347159.38272","2311699915.52718","2628832207.86418","3295204856.44096","3346670582.77633","3405968905.66443","4106265216.27863","3879283635.90852","4346910989.80441","4621145737.3896","4321508266.66658","4530584489.92045","4824944320.37722","5375788667.31539","",
"Thailand","THA","GNI (current US$)","NY.GNP.MKTP.CD","2753694364.9737","3026773301.86529","3301403462.64368","3532721934.70955","3881192365.38462","4385851076.92308","5275528663.46154","5644903975.96154","6087115225.96154","6701057576.92308","7096153798.07692","7370191951.92308","8149038471.15385","10794667434.461","13698092190.9586","14882747955.0328","16941093426.0126","19720492080.9212","23829543924.3513","27063162594.4591","32090015222.4024","34294558349.0679","36027974417.5025","39751480097.9126","41313188126.6022","38252579125.075","42243591199.6319","49664847454.3984","60687912868.32","71330012718.8546","84270661351.1559","96788942304.6777","108974101204.326","126723802903.679","144068389662.028","166006293347.033","178425700497.579","145705308264.492","109263746572.726","122785366150.363","123900198943.952","116932564216.25","129579446975.217","146056584853.174","165383517641.911","180829212259.542","213514175597.909","253994008957.593","280756604719.436","271838282904.293","326815629763.584","361875002049.738","379342440104.108","393467193907.44","386381812695.891","380594627960.418","392935379245.475","434950280496.644","482316689466.484","",
"Tajikistan","TJK","GNI (current US$)","NY.GNP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2629395066.27017","2534720480.3244","1909246640.80838","1647066271.00057","1309666724.93693","1183043752.71266","967357360.406091","897974568.73555","1287172804.53258","1057087413.15237","824392380.677166","1030082792.34466","1164325205.31095","1465046416.67211","1999601009.93099","2233784123.72457","2728857597.62309","3633611474.21932","5108402308.56676","4908200738.64871","6969687051.83832","8316655611.47022","9744645228.69747","11179607447.2104","11296325664.2903","9381864370.20331","8166122324.74444","8256219890.7564","8834339092.14092","",
"Turkmenistan","TKM","GNI (current US$)","NY.GNP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3201753397.91739","2652519997.22215","2500628148.37839","2396081798.64948","2534884932.43555","2638328055.11336","2444986638.27294","2727382587.3238","3429802990.19608","4339679899.39836","5899559317.77018","6731351088.46688","7541355716.8784","9650674364.89607","12299718574.1088","18235683677.4445","18957543859.6491","20689157894.7368","26406333333.3333","31835210526.3158","35782543859.6491","39603210526.3158","33705628571.4286","35225885714.2857","36352285714.2857","39044183537.9426","",
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","GNI (current US$)","NY.GNP.MKTP.CD","","","","","","","119218694195.139","121271151278.712","130409990744.804","146683946618.01","159252106873.179","178998893629.194","200477826111.554","265570604907.246","348843181798.891","363414453257.679","402844496500.907","442987665755.353","499417080552.838","595482287357.805","719126990111.466","826351894963.467","752089859428.968","654537292823.511","657419719883.386","682634538207.478","686165578319.532","727157447438.773","822358274927.995","937235074628.3","1070428926633.78","1342997508528.13","1268427415412.41","1468159713600.3","1670164846133.01","1789952972074.46","1937563268831.98","2124522069955.62","2127775383406.46","1904111028967.74","2118188613723.93","2061503592678.83","1830767120942.05","1862675626958.61","2143698893235.5","2607338350151.19","3089717841749.54","3670626910793.31","4294050070754.96","4019552529356.65","5000512723025.53","5708809656437.51","5767502541967.22","5929277014466.35","6053194247394.59","5174426503516.26","5032434101277.03","5604378181936.91","5402557107204.97","",
"Timor-Leste","TLS","GNI (current US$)","NY.GNP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","515425048.933874","632918903.400813","759486799.215913","661995075.233465","681147356.30919","844984253.036897","1301037093.67585","1969380776.32185","3263526277.07685","2523548292.89059","3325056217.40986","4593263640.81587","4305506915.00009","4151758798.43025","3337512030.29054","2794835769.51194","2236032194.44991","2282434961.16916","2248579335.82853","",
"Middle East & North Africa (IDA & IBRD countries)","TMN","GNI (current US$)","NY.GNP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","265838694004.891","275330677092.454","323923311779.025","374468434807.437","383605397468.228","396124132151.182","407999910553.469","422377524103.025","445448245011.895","445383993157.423","500066046180.493","581135737539.298","684654356974.487","801592030219.874","997975418697.13","1234654495921.42","1186838124772.85","1365564727439.07","1542827361793.57","1704199164477.66","1595223172177.01","1565893027795.12","1408687760296.12","1441320219384.6","1424172068112.17","","",
